R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Bologna,9%,47%,44%
2,Inter,8%,54%,39%
3,AC Milan,8%,44%,49%
4,Roma,8%,51%,41%
5,Sampdoria,8%,51%,41%
6,SPAL 2013,8%,47%,45%
7,Atalanta,8%,58%,34%
8,Torino,7%,52%,41%
9,Lazio,7%,53%,40%
10,Cagliari,7%,55%,38%
11,Napoli,7%,50%,43%
12,Crotone,7%,48%,46%
13,Juventus,6%,48%,46%
14,Genoa,6%,59%,35%
15,Sassuolo,6%,51%,43%
16,Udinese,5%,52%,43%
17,Chievo,5%,55%,41%
18,Benevento,5%,46%,48%
19,Verona,4%,47%,49%
20,Fiorentina,3%,51%,45%
