R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Udinese,9%,53%,39%
2,Chievo,8%,47%,45%
3,Palermo FC,8%,46%,45%
4,Inter,7%,47%,47%
5,Lazio,7%,49%,44%
6,Verona,7%,52%,41%
7,Juventus,7%,46%,48%
8,Fiorentina,6%,40%,54%
9,AC Milan,6%,47%,47%
10,Genoa,6%,49%,45%
11,Torino,5%,53%,42%
12,Sassuolo,5%,46%,49%
13,Napoli,5%,51%,44%
14,Atalanta,5%,49%,46%
15,Carpi,5%,53%,41%
16,Bologna,4%,45%,51%
17,Sampdoria,4%,47%,49%
18,Roma,4%,55%,41%
19,Frosinone,3%,43%,54%
20,Empoli,3%,43%,54%
