R,Team,Fouls,Unprofessional,Dive,Other
1,FC Koln,59,2,0,9
2,Hoffenheim,57,5,0,9
3,Eintracht Frankfurt,56,6,0,12
4,Augsburg,55,3,0,11
5,Wolfsburg,53,3,0,10
6,Hannover 96,52,3,0,8
7,Hamburger SV,51,3,0,10
8,Mainz 05,50,5,0,9
9,VfB Stuttgart,48,3,0,8
10,Schalke 04,47,5,0,15
11,Bayer Leverkusen,45,1,0,14
12,Werder Bremen,45,0,0,10
13,Freiburg,42,2,0,14
14,Borussia M.Gladbach,41,0,0,6
15,Hertha Berlin,38,3,0,11
16,RB Leipzig,36,3,0,12
17,Bayern Munich,34,3,0,5
18,Borussia Dortmund,31,2,0,10
