R,Team,Fouls,Unprofessional,Dive,Other
1,Eintracht Frankfurt,72,10,0,17
2,Darmstadt,69,8,0,11
3,Augsburg,63,3,0,18
4,Hamburger SV,60,1,0,16
5,Hertha Berlin,59,2,0,10
6,Ingolstadt,58,5,0,19
7,VfB Stuttgart,57,2,0,14
8,Werder Bremen,57,5,0,18
9,Schalke 04,54,4,0,7
10,Hannover 96,53,1,0,12
11,Hoffenheim,51,3,0,10
12,FC Koln,48,5,0,5
13,Bayer Leverkusen,45,6,0,20
14,Wolfsburg,44,0,0,16
15,Bayern Munich,44,2,0,4
16,Mainz 05,43,0,0,11
17,Borussia M.Gladbach,37,4,0,9
18,Borussia Dortmund,35,3,0,1
