R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Nimes,8%,53%,39%
2,Marseille,8%,49%,44%
3,Monaco,8%,55%,37%
4,Strasbourg,7%,55%,38%
5,Toulouse,7%,54%,39%
6,Metz,7%,49%,43%
7,Lille,7%,57%,36%
8,Nice,7%,56%,37%
9,Reims,7%,48%,45%
10,Saint-Etienne,6%,55%,40%
11,Amiens,6%,47%,46%
12,Rennes,6%,47%,47%
13,Bordeaux,6%,51%,43%
14,Brest,6%,59%,35%
15,Dijon,6%,54%,40%
16,Montpellier,5%,47%,48%
17,Paris Saint-Germain,5%,55%,40%
18,Angers,5%,57%,38%
19,Lyon,4%,44%,52%
20,Nantes,4%,57%,39%
