R,Team,Fouls,Unprofessional,Dive,Other
1,Sunderland,66,6,1,18
2,Bolton,60,3,2,17
3,West Ham,53,3,2,10
4,Burnley,52,0,0,8
5,Portsmouth,51,6,0,20
6,Stoke,50,5,2,14
7,Wigan,50,1,1,17
8,Hull,49,4,1,19
9,Wolverhampton Wanderers,48,3,2,17
10,Liverpool,47,2,1,11
11,Aston Villa,46,4,1,12
12,Birmingham,44,4,1,27
13,Tottenham,42,6,0,11
14,Blackburn,42,7,1,11
15,Manchester United,41,2,1,12
16,Chelsea,39,3,0,20
17,Manchester City,39,3,1,10
18,Everton,36,7,0,17
19,Fulham,33,0,1,13
20,Arsenal,31,3,4,19
