R,Team,Fouls,Unprofessional,Dive,Other
1,Eintracht Frankfurt,63,7,0,21
2,Hamburger SV,61,3,0,16
3,FC Koln,61,2,0,11
4,Darmstadt,61,4,0,12
5,Schalke 04,58,3,0,11
6,Augsburg,58,4,0,10
7,Ingolstadt,57,4,0,17
8,Mainz 05,55,11,0,11
9,Hertha Berlin,55,2,0,11
10,Wolfsburg,54,2,0,14
11,Werder Bremen,54,2,0,13
12,RB Leipzig,51,6,0,12
13,Bayer Leverkusen,50,3,0,4
14,Hoffenheim,45,6,0,13
15,Borussia M.Gladbach,43,1,0,6
16,Freiburg,43,7,0,7
17,Borussia Dortmund,39,8,0,11
18,Bayern Munich,34,7,0,6
