R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Genoa,8%,45%,46%
2,Lecce,7%,48%,45%
3,Parma Calcio 1913,6%,49%,45%
4,Juventus,6%,46%,48%
5,Napoli,6%,47%,47%
6,Udinese,6%,56%,38%
7,Sampdoria,6%,44%,50%
8,Fiorentina,5%,43%,52%
9,Lazio,5%,45%,50%
10,Inter,5%,41%,54%
11,Brescia,5%,40%,55%
12,Catania,5%,44%,51%
13,Bologna,4%,43%,53%
14,Bari,4%,40%,55%
15,AC Milan,4%,53%,43%
16,Cagliari,4%,47%,48%
17,Roma,4%,47%,49%
18,Palermo FC,4%,51%,45%
19,Chievo,4%,46%,49%
20,Cesena,3%,43%,54%
