R,Team,Fouls,Unprofessional,Dive,Other
1,Chievo,69,5,0,25
2,Cesena,65,4,3,19
3,Parma Calcio 1913,64,5,0,27
4,Roma,63,12,2,15
5,Napoli,62,14,1,25
6,Brescia,61,7,3,33
7,Bologna,59,8,3,19
8,Lecce,59,10,2,23
9,Palermo FC,59,6,0,18
10,Sampdoria,58,6,0,21
11,Lazio,55,12,0,11
12,Bari,54,4,1,24
13,Juventus,54,5,1,18
14,Udinese,52,5,2,23
15,Catania,50,11,0,17
16,Fiorentina,47,7,0,23
17,AC Milan,47,9,1,14
18,Cagliari,45,6,1,24
19,Genoa,41,6,0,25
20,Inter,38,4,1,16
