R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Cesena,8%,49%,43%
2,Catania,7%,46%,47%
3,Parma Calcio 1913,6%,46%,48%
4,Chievo,6%,45%,49%
5,Napoli,6%,48%,46%
6,Novara,6%,43%,51%
7,Fiorentina,5%,46%,49%
8,Lecce,5%,47%,48%
9,Lazio,5%,48%,47%
10,Juventus,5%,39%,56%
11,Roma,5%,51%,45%
12,Genoa,5%,49%,45%
13,Robur Siena,5%,47%,48%
14,Palermo FC,5%,46%,49%
15,Atalanta,5%,42%,53%
16,Bologna,4%,46%,51%
17,Cagliari,3%,47%,50%
18,Inter,3%,52%,45%
19,Udinese,3%,44%,53%
20,AC Milan,2%,39%,59%
