R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Parma Calcio 1913,11%,47%,42%
2,Cagliari,9%,53%,39%
3,Empoli,9%,57%,34%
4,Atalanta,9%,58%,33%
5,Bologna,8%,50%,42%
6,Chievo,7%,47%,46%
7,Juventus,7%,53%,41%
8,Sassuolo,7%,44%,49%
9,Torino,6%,52%,42%
10,Inter,6%,56%,38%
11,Lazio,6%,55%,40%
12,Genoa,6%,50%,44%
13,Udinese,6%,44%,50%
14,Roma,6%,59%,35%
15,SPAL 2013,6%,55%,39%
16,Frosinone,6%,51%,42%
17,Fiorentina,5%,53%,42%
18,Sampdoria,5%,49%,46%
19,Napoli,5%,50%,45%
20,AC Milan,5%,47%,48%
