R,Team,Fouls,Unprofessional,Dive,Other
1,Chievo,97,1,0,19
2,SPAL 2013,95,5,0,15
3,Frosinone,83,6,0,13
4,Genoa,78,4,0,19
5,Cagliari,76,8,0,20
6,Sampdoria,76,7,0,10
7,Fiorentina,74,7,0,14
8,Torino,72,5,0,15
9,Sassuolo,72,3,0,20
10,Roma,70,4,0,16
11,Udinese,70,1,0,23
12,Bologna,68,6,0,22
13,Parma Calcio 1913,67,4,0,14
14,Inter,61,4,0,11
15,Juventus,61,5,0,14
16,Lazio,60,6,0,27
17,Empoli,56,3,0,17
18,Napoli,53,7,0,17
19,AC Milan,51,5,0,29
20,Atalanta,47,3,0,15
