R,Team,Fouls,Unprofessional,Dive,Other
1,Cagliari,89,2,4,28
2,Chievo,80,5,2,18
3,Atalanta,76,15,7,33
4,Parma Calcio 1913,74,5,5,27
5,Bologna,73,4,5,28
6,Roma,72,7,2,17
7,AC Milan,70,12,2,19
8,Genoa,70,7,5,24
9,Pescara,68,9,7,26
10,Inter,66,3,1,19
11,Robur Siena,66,8,3,32
12,Lazio,65,7,4,17
13,Sampdoria,64,8,4,24
14,Udinese,64,3,5,20
15,Fiorentina,60,5,4,26
16,Palermo FC,60,4,8,30
17,Catania,60,9,5,27
18,Torino,59,7,7,16
19,Napoli,56,7,5,23
20,Juventus,51,9,4,14
