R,Team,Fouls,Unprofessional,Dive,Other
1,Paderborn,69,8,0,8
2,Union Berlin,64,2,0,7
3,Hertha Berlin,63,4,0,13
4,Fortuna Duesseldorf,62,2,0,14
5,FC Koln,61,4,0,17
6,Mainz 05,61,2,0,13
7,Werder Bremen,57,6,0,17
8,Borussia M.Gladbach,57,3,0,17
9,Hoffenheim,56,2,0,9
10,Wolfsburg,54,3,0,16
11,Schalke 04,52,5,0,9
12,Eintracht Frankfurt,52,3,0,19
13,Augsburg,52,2,0,14
14,Bayern Munich,44,0,0,11
15,Bayer Leverkusen,41,3,0,20
16,RB Leipzig,37,4,0,12
17,Freiburg,35,1,0,8
18,Borussia Dortmund,32,7,0,10
