R,Team,Fouls,Unprofessional,Dive,Other
1,Getafe,89,6,0,31
2,Deportivo Alaves,82,2,0,16
3,Celta Vigo,82,8,0,22
4,Elche,76,4,0,20
5,Granada,75,6,0,22
6,Athletic Bilbao,73,2,0,10
7,Real Valladolid,71,3,0,23
8,Real Betis,70,0,0,29
9,Osasuna,70,1,0,11
10,Real Sociedad,70,4,0,8
11,Atletico Madrid,68,7,0,25
12,Cadiz,65,3,0,14
13,Valencia,63,2,0,19
14,SD Huesca,63,0,0,7
15,Sevilla,62,3,0,14
16,Eibar,58,1,0,13
17,Villarreal,56,2,0,13
18,Barcelona,54,1,0,17
19,Real Madrid,52,1,0,7
20,Levante,52,1,0,18
