R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Chievo,10%,48%,42%
2,AC Milan,7%,49%,44%
3,Sampdoria,7%,42%,50%
4,Inter,6%,41%,53%
5,Cagliari,6%,48%,46%
6,Parma Calcio 1913,6%,44%,50%
7,Roma,6%,45%,50%
8,Napoli,6%,48%,46%
9,Robur Siena,6%,40%,53%
10,Palermo FC,6%,47%,47%
11,Genoa,6%,49%,45%
12,Bologna,5%,42%,53%
13,Fiorentina,5%,43%,52%
14,Bari,5%,48%,47%
15,Udinese,5%,47%,49%
16,Juventus,5%,47%,48%
17,Livorno,5%,35%,60%
18,Lazio,4%,35%,60%
19,Catania,4%,43%,53%
20,Atalanta,3%,44%,52%
