R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Lecce,9%,55%,36%
2,Brescia,8%,58%,34%
3,Sassuolo,8%,60%,32%
4,Fiorentina,7%,50%,43%
5,Sampdoria,7%,52%,41%
6,Cagliari,7%,56%,37%
7,Roma,7%,53%,39%
8,SPAL 2013,7%,51%,42%
9,Bologna,6%,54%,40%
10,Verona,6%,51%,43%
11,AC Milan,6%,50%,44%
12,Napoli,6%,57%,37%
13,Genoa,6%,51%,44%
14,Torino,5%,56%,40%
15,Lazio,5%,49%,45%
16,Inter,5%,52%,43%
17,Udinese,5%,50%,45%
18,Parma Calcio 1913,5%,55%,40%
19,Atalanta,5%,47%,48%
20,Juventus,4%,50%,45%
