R,Team,Fouls,Unprofessional,Dive,Other
1,Caen,75,3,1,9
2,Montpellier,68,3,0,21
3,Nancy,67,1,0,8
4,Arles-Avignon,65,4,0,11
5,Nice,63,4,2,15
6,Bordeaux,59,3,0,19
7,Auxerre,59,4,1,9
8,Saint-Etienne,55,1,0,11
9,Valenciennes,55,2,2,12
10,Toulouse,54,2,2,6
11,Monaco,53,4,2,23
12,Lyon,49,1,0,20
13,Rennes,49,4,1,10
14,Paris Saint-Germain,43,2,4,15
15,Marseille,43,4,0,18
16,Lorient,42,2,0,15
17,Lille,39,3,1,12
18,Sochaux,38,5,0,10
19,Brest,38,1,0,11
20,Lens,37,8,0,13
