R,Team,Fouls,Unprofessional,Dive,Other
1,Toulouse,80,4,0,14
2,Metz,67,4,0,14
3,Bordeaux,65,0,0,11
4,Troyes,63,2,0,18
5,Marseille,63,2,0,20
6,Nice,63,3,0,20
7,Angers,63,0,0,10
8,Saint-Etienne,59,4,0,17
9,Amiens,59,6,0,12
10,Guingamp,59,1,0,7
11,Montpellier,58,2,0,13
12,Nantes,57,2,0,11
13,Dijon,56,2,0,17
14,Strasbourg,55,7,0,14
15,Paris Saint-Germain,54,5,0,12
16,Lille,53,5,0,9
17,Caen,52,2,0,18
18,Lyon,51,4,0,19
19,Rennes,51,2,0,16
20,Monaco,51,4,0,20
