R,Team,Fouls,Unprofessional,Dive,Other
1,Spezia,90,1,0,10
2,Lazio,88,4,0,16
3,Roma,80,1,0,9
4,Verona,78,4,0,10
5,Parma Calcio 1913,78,4,0,10
6,Crotone,77,3,0,11
7,Genoa,76,4,0,8
8,Benevento,76,4,0,17
9,Fiorentina,74,1,0,16
10,Sampdoria,72,2,0,11
11,Sassuolo,71,1,0,8
12,Bologna,68,1,0,15
13,Cagliari,68,1,0,9
14,Torino,67,6,0,6
15,AC Milan,67,2,0,16
16,Juventus,61,4,0,19
17,Napoli,61,5,0,10
18,Atalanta,60,2,0,8
19,Udinese,53,2,0,11
20,Inter,49,2,0,11
