R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Verona,12%,57%,32%
2,Cagliari,10%,53%,37%
3,Spezia,10%,59%,32%
4,Bologna,8%,48%,44%
5,Torino,8%,57%,35%
6,Fiorentina,8%,59%,33%
7,Inter,8%,61%,32%
8,Sampdoria,8%,56%,36%
9,Lazio,8%,60%,32%
10,Roma,8%,57%,35%
11,AC Milan,8%,52%,39%
12,Parma Calcio 1913,8%,53%,39%
13,Crotone,8%,51%,41%
14,Juventus,7%,62%,30%
15,Benevento,7%,61%,32%
16,Udinese,6%,54%,40%
17,Napoli,6%,54%,40%
18,Atalanta,6%,65%,29%
19,Sassuolo,5%,52%,43%
20,Genoa,5%,62%,33%
