R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Fiorentina,12%,50%,38%
2,Torino,10%,58%,32%
3,Spezia,10%,66%,24%
4,Inter,8%,54%,38%
5,Sampdoria,8%,55%,37%
6,Roma,8%,61%,31%
7,Genoa,8%,54%,38%
8,Benevento,8%,59%,33%
9,Parma Calcio 1913,8%,58%,34%
10,Crotone,8%,58%,34%
11,Bologna,7%,57%,36%
12,Lazio,7%,55%,37%
13,Cagliari,7%,57%,36%
14,Napoli,7%,59%,34%
15,Sassuolo,7%,60%,33%
16,Verona,6%,58%,36%
17,Udinese,6%,54%,40%
18,AC Milan,6%,59%,34%
19,Atalanta,6%,56%,38%
20,Juventus,5%,47%,48%
