R,Team,Fouls,Unprofessional,Dive,Other
1,Eintracht Frankfurt,70,4,0,8
2,VfB Stuttgart,56,4,0,6
3,Augsburg,55,4,0,13
4,Werder Bremen,54,4,0,10
5,Mainz 05,54,1,0,8
6,Hertha Berlin,54,3,0,11
7,Schalke 04,53,2,0,19
8,Freiburg,53,3,0,7
9,Hoffenheim,51,2,0,18
10,Wolfsburg,50,2,0,8
11,FC Koln,50,4,0,10
12,Union Berlin,50,1,0,7
13,Bayer Leverkusen,46,2,0,10
14,Borussia M.Gladbach,44,4,0,15
15,Arminia Bielefeld,43,3,0,7
16,RB Leipzig,43,2,0,12
17,Bayern Munich,37,0,0,10
18,Borussia Dortmund,37,1,0,7
