R,Team,Fouls,Unprofessional,Dive,Other
1,SC Bastia,60,13,0,17
2,Thonon Evian Grand Geneve,60,3,1,16
3,AC Ajaccio,58,4,2,17
4,Lyon,57,4,0,11
5,Brest,55,2,0,17
6,Montpellier,52,5,0,16
7,Toulouse,51,4,3,14
8,Reims,49,6,1,16
9,Nice,49,5,0,17
10,Sochaux,48,2,1,15
11,Nancy,47,5,0,18
12,Lorient,47,4,1,7
13,Lille,47,0,1,14
14,Bordeaux,47,4,1,17
15,Saint-Etienne,45,6,0,11
16,Rennes,45,3,0,10
17,Paris Saint-Germain,43,7,2,31
18,Valenciennes,43,5,0,14
19,Troyes,41,1,2,16
20,Marseille,38,5,1,16
