R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Sassuolo,11%,60%,29%
2,Genoa,10%,54%,37%
3,Inter,9%,53%,37%
4,Venezia,9%,53%,38%
5,Salernitana,9%,55%,36%
6,Empoli,9%,57%,34%
7,Torino,8%,51%,42%
8,Lazio,8%,55%,37%
9,Cagliari,8%,52%,40%
10,Sampdoria,8%,58%,35%
11,Bologna,7%,53%,40%
12,Udinese,7%,57%,36%
13,Fiorentina,6%,65%,30%
14,Verona,6%,54%,39%
15,AC Milan,6%,56%,38%
16,Juventus,6%,50%,44%
17,Roma,6%,54%,40%
18,Atalanta,6%,55%,38%
19,Napoli,5%,55%,40%
20,Spezia,4%,60%,36%
