R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Toulouse,8%,49%,43%
2,Troyes,8%,54%,38%
3,Bordeaux,8%,55%,37%
4,SC Bastia,8%,46%,46%
5,Saint-Etienne,7%,53%,40%
6,Monaco,7%,53%,40%
7,Caen,7%,54%,40%
8,Rennes,7%,51%,43%
9,Nice,7%,55%,38%
10,Reims,7%,51%,42%
11,Guingamp,6%,51%,43%
12,GFC Ajaccio,6%,56%,39%
13,Lorient,5%,53%,43%
14,Lyon,5%,61%,34%
15,Montpellier,5%,51%,43%
16,Nantes,5%,53%,42%
17,Angers,5%,56%,39%
18,Marseille,4%,51%,45%
19,Paris Saint-Germain,4%,43%,54%
20,Lille,4%,49%,48%
