R,Team,Fouls,Unprofessional,Dive,Other
1,GFC Ajaccio,79,7,0,14
2,Reims,70,1,0,20
3,SC Bastia,64,12,0,19
4,Troyes,63,3,0,17
5,Bordeaux,62,6,0,23
6,Lille,62,4,0,23
7,Guingamp,62,6,0,17
8,Saint-Etienne,60,3,0,17
9,Toulouse,60,5,0,21
10,Nantes,60,3,0,23
11,Rennes,59,4,0,10
12,Angers,59,3,0,14
13,Monaco,58,2,0,28
14,Nice,58,4,0,12
15,Lyon,55,9,0,8
16,Marseille,55,0,0,28
17,Lorient,54,2,0,16
18,Caen,46,1,0,14
19,Montpellier,42,5,0,19
20,Paris Saint-Germain,40,2,0,6
