R,Team,Fouls,Unprofessional,Dive,Other
1,Le Mans,70,7,0,21
2,Montpellier,68,9,0,15
3,Boulogne,66,4,0,15
4,Valenciennes,60,4,1,12
5,Toulouse,59,4,1,16
6,Monaco,59,10,3,24
7,Nice,59,1,1,17
8,Lille,55,8,1,12
9,Grenoble,54,6,1,13
10,Lyon,52,3,1,13
11,Nancy,51,5,0,15
12,Saint-Etienne,50,2,1,15
13,Sochaux,48,3,1,10
14,Marseille,48,3,1,14
15,Bordeaux,48,6,0,17
16,Paris Saint-Germain,44,3,1,10
17,Lorient,43,4,1,12
18,Auxerre,43,5,1,9
19,Lens,43,6,0,14
20,Rennes,38,4,1,13
