R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Paris Saint-Germain,9%,61%,29%
2,Rennes,9%,47%,44%
3,Saint-Etienne,8%,52%,40%
4,Nimes,8%,48%,44%
5,Angers,8%,53%,39%
6,Lyon,7%,54%,39%
7,Marseille,7%,55%,37%
8,Montpellier,6%,49%,44%
9,Nice,6%,49%,45%
10,Caen,6%,48%,46%
11,Strasbourg,5%,53%,42%
12,Monaco,5%,55%,40%
13,Nantes,5%,47%,48%
14,Toulouse,5%,56%,39%
15,Guingamp,5%,52%,43%
16,Reims,5%,56%,39%
17,Bordeaux,5%,45%,50%
18,Amiens,4%,47%,49%
19,Lille,4%,53%,43%
20,Dijon,4%,49%,48%
