R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Nantes,8%,50%,43%
2,Caen,8%,50%,42%
3,Nimes,7%,48%,45%
4,Paris Saint-Germain,7%,47%,46%
5,Rennes,7%,55%,38%
6,Bordeaux,7%,49%,44%
7,Dijon,7%,50%,43%
8,Saint-Etienne,6%,56%,38%
9,Strasbourg,6%,57%,37%
10,Amiens,6%,52%,42%
11,Lyon,6%,48%,46%
12,Toulouse,6%,49%,45%
13,Lille,6%,55%,38%
14,Guingamp,6%,55%,39%
15,Reims,6%,50%,44%
16,Nice,6%,52%,42%
17,Angers,6%,56%,38%
18,Marseille,5%,53%,42%
19,Monaco,5%,57%,38%
20,Montpellier,3%,47%,50%
