R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Marseille,10%,53%,37%
2,Amiens,8%,45%,47%
3,Toulouse,8%,52%,41%
4,Rennes,8%,48%,44%
5,Bordeaux,8%,48%,45%
6,Saint-Etienne,7%,52%,41%
7,Monaco,7%,55%,38%
8,Strasbourg,6%,52%,42%
9,Lyon,6%,52%,43%
10,Troyes,6%,51%,43%
11,Paris Saint-Germain,6%,62%,32%
12,Angers,6%,51%,43%
13,Nice,5%,51%,44%
14,Guingamp,5%,53%,42%
15,Metz,5%,48%,47%
16,Montpellier,4%,45%,50%
17,Nantes,4%,48%,48%
18,Caen,4%,51%,45%
19,Dijon,3%,53%,45%
20,Lille,3%,46%,51%
