R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Metz,9%,55%,36%
2,Saint-Etienne,8%,49%,43%
3,Monaco,8%,50%,42%
4,Strasbourg,7%,58%,35%
5,Marseille,7%,53%,40%
6,Troyes,6%,46%,48%
7,Toulouse,6%,55%,39%
8,Rennes,6%,55%,40%
9,Dijon,6%,50%,43%
10,Nice,6%,48%,45%
11,Angers,6%,52%,42%
12,Lille,6%,53%,41%
13,Amiens,5%,48%,47%
14,Lyon,5%,48%,47%
15,Montpellier,5%,51%,44%
16,Bordeaux,5%,49%,46%
17,Paris Saint-Germain,5%,43%,52%
18,Nantes,5%,52%,43%
19,Caen,4%,53%,43%
20,Guingamp,3%,54%,43%
