R,Team,Fouls,Unprofessional,Dive,Other
1,Toulouse,61,6,0,18
2,Sochaux,58,3,1,16
3,Montpellier,57,4,1,16
4,Thonon Evian Grand Geneve,57,4,2,12
5,SC Bastia,56,9,0,8
6,AC Ajaccio,54,8,0,15
7,Saint-Etienne,53,4,0,14
8,Guingamp,52,6,0,14
9,Bordeaux,49,4,1,6
10,Reims,49,1,0,12
11,Valenciennes,49,2,0,13
12,Nantes,48,3,0,9
13,Nice,46,3,1,15
14,Monaco,45,2,0,17
15,Lorient,44,1,2,8
16,Marseille,44,4,2,10
17,Rennes,42,3,1,8
18,Paris Saint-Germain,40,4,0,18
19,Lille,40,3,3,18
20,Lyon,38,8,1,18
