R,Team,Fouls,Unprofessional,Dive,Other
1,Genoa,81,4,3,24
2,Atalanta,81,8,1,32
3,Juventus,78,9,2,16
4,Chievo,77,9,0,24
5,Catania,76,6,2,24
6,Robur Siena,75,8,1,22
7,Livorno,71,10,1,17
8,Napoli,70,12,3,22
9,Lazio,69,10,1,28
10,Fiorentina,67,3,0,21
11,Sampdoria,67,6,2,22
12,Parma Calcio 1913,66,8,1,27
13,AC Milan,65,6,1,13
14,Udinese,65,7,3,22
15,Inter,63,12,4,23
16,Cagliari,59,5,1,28
17,Roma,59,12,3,20
18,Palermo FC,57,12,2,29
19,Bologna,48,5,3,20
20,Bari,48,6,1,14
