R,Team,Fouls,Unprofessional,Dive,Other
1,Lens,75,7,0,14
2,Marseille,70,8,0,27
3,Monaco,69,4,0,10
4,Rennes,68,3,0,14
5,Reims,66,3,0,15
6,Bordeaux,64,4,0,12
7,Paris Saint-Germain,62,5,0,16
8,Metz,62,6,0,19
9,Angers,59,0,0,7
10,Dijon,59,5,0,17
11,Nice,59,3,0,13
12,Montpellier,58,0,0,14
13,Saint-Etienne,57,3,0,18
14,Lorient,57,2,0,12
15,Nantes,53,2,0,18
16,Brest,51,3,0,11
17,Nimes,49,2,0,13
18,Lyon,48,4,0,21
19,Strasbourg,47,4,0,9
20,Lille,47,4,0,19
