R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Rennes,11%,54%,35%
2,Angers,11%,52%,37%
3,Saint-Etienne,9%,60%,31%
4,Lorient,9%,54%,36%
5,Strasbourg,9%,55%,36%
6,Reims,9%,52%,40%
7,Brest,9%,55%,36%
8,Lyon,8%,56%,37%
9,Troyes,8%,52%,40%
10,Marseille,8%,57%,35%
11,Lille,8%,51%,42%
12,Clermont Foot,8%,61%,31%
13,Metz,7%,59%,34%
14,Nice,7%,54%,39%
15,Montpellier,6%,50%,44%
16,Bordeaux,6%,59%,35%
17,Nantes,6%,60%,34%
18,Lens,6%,51%,43%
19,Monaco,5%,55%,40%
20,Paris Saint-Germain,4%,54%,42%
