R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Strasbourg,10%,58%,32%
2,Rennes,10%,58%,31%
3,Monaco,9%,56%,35%
4,Lyon,8%,58%,33%
5,Paris Saint-Germain,8%,57%,35%
6,Montpellier,8%,44%,47%
7,Nantes,8%,61%,31%
8,Lens,8%,51%,41%
9,Nice,8%,60%,32%
10,Lille,8%,56%,36%
11,Angers,8%,52%,39%
12,Clermont Foot,8%,56%,36%
13,Marseille,7%,58%,35%
14,Brest,7%,59%,33%
15,Saint-Etienne,6%,50%,44%
16,Troyes,6%,53%,42%
17,Bordeaux,6%,50%,44%
18,Reims,6%,60%,34%
19,Metz,6%,47%,47%
20,Lorient,5%,52%,43%
