R,Team,Fouls,Unprofessional,Dive,Other
1,Wolfsburg,56,2,2,14
2,Werder Bremen,54,5,1,13
3,Nuernberg,54,3,1,11
4,Kaiserslautern,53,5,0,7
5,FC Koln,53,3,1,23
6,Eintracht Frankfurt,51,8,1,17
7,Hoffenheim,50,3,3,10
8,St. Pauli,49,2,1,11
9,VfB Stuttgart,47,7,1,13
10,Schalke 04,45,3,0,10
11,Borussia M.Gladbach,45,3,1,12
12,Hamburger SV,43,7,0,6
13,Bayer Leverkusen,42,3,2,10
14,Hannover 96,42,8,0,12
15,Mainz 05,36,2,1,16
16,Freiburg,35,3,0,12
17,Borussia Dortmund,29,5,0,7
18,Bayern Munich,28,7,2,8
