R,Team,In 6 Yards Box,In 18 Yards Box,Outside of Box
1,Nice,8%,54%,39%
2,Monaco,7%,54%,39%
3,Lorient,7%,55%,38%
4,Marseille,7%,54%,39%
5,Guingamp,7%,46%,47%
6,Lille,7%,53%,40%
7,Saint-Etienne,6%,50%,44%
8,Toulouse,6%,49%,45%
9,Nantes,6%,51%,44%
10,Montpellier,6%,55%,39%
11,Bordeaux,6%,52%,42%
12,Caen,6%,55%,39%
13,Nancy,5%,55%,39%
14,Lyon,5%,55%,41%
15,SC Bastia,5%,59%,37%
16,Metz,5%,54%,41%
17,Rennes,5%,55%,40%
18,Angers,5%,53%,42%
19,Dijon,5%,59%,36%
20,Paris Saint-Germain,4%,40%,56%
