Team,Goals,Shots pg,Discipline,Possession%,Pass%,AerialsWon,Rating
1. Roma,90,17.8,631,55.4,83.2,16.2,7.14
2. Napoli,94,17.7,582,59.0,87.2,10.9,7.04
3. Juventus,77,15.3,700,55.6,85.5,12.1,7.02
4. Inter,72,16.7,745,54.1,82.2,13.9,6.94
5. Atalanta,62,14.1,853,50.5,81.2,11.9,6.93
6. Lazio,74,15.6,904,50.7,80.8,15,6.90
7. AC Milan,57,14.6,8112,52.9,82.8,14,6.82
8. Torino,71,15.2,804,50.5,81.4,12.1,6.79
9. Fiorentina,63,16.2,926,55.9,84.8,10.3,6.78
10. Sassuolo,60,11.6,902,47.5,75.6,13.3,6.78
11. Sampdoria,49,13.3,735,51.3,80.0,11.2,6.72
12. Udinese,47,11.5,852,44.1,78.0,14.4,6.70
13. Bologna,40,11.1,8411,47.8,80.2,12.1,6.67
14. Chievo,43,10.7,824,47.4,78.5,17.9,6.67
15. Cagliari,55,11.2,978,44.9,75.6,14.6,6.64
16. Empoli,29,9.6,1062,49.3,79.4,13.4,6.62
17. Genoa,38,11.9,908,48.6,78.8,13.2,6.60
18. Crotone,34,10.7,874,40.4,67.2,14.2,6.59
19. Palermo FC,33,10.2,949,46.9,77.9,14,6.54
20. Pescara,35,11.7,915,47.2,79.1,9.8,6.50
